samples,times,losses,model
20000,117,0.9254999756813049,MabExp3Ix
20100,117,0.9265999794006348,MabExp3Ix
20200,118,0.927299976348877,MabExp3Ix
20300,118,0.9272000193595886,MabExp3Ix
20400,119,0.9271000027656555,MabExp3Ix
20500,120,0.927299976348877,MabExp3Ix
20600,120,0.9282000064849854,MabExp3Ix
20700,121,0.9286999702453613,MabExp3Ix
20800,121,0.927299976348877,MabExp3Ix
20900,122,0.9282000064849854,MabExp3Ix
21000,123,0.9287999868392944,MabExp3Ix
21100,123,0.9294000267982483,MabExp3Ix
21200,124,0.9297000169754028,MabExp3Ix
21300,124,0.9283000230789185,MabExp3Ix
21400,125,0.9271000027656555,MabExp3Ix
21500,125,0.9254999756813049,MabExp3Ix
21600,126,0.9243000149726868,MabExp3Ix
21700,127,0.9251999855041504,MabExp3Ix
21800,127,0.926800012588501,MabExp3Ix
21900,128,0.929099977016449,MabExp3Ix
22000,128,0.9283000230789185,MabExp3Ix
22100,129,0.9297000169754028,MabExp3Ix
22200,129,0.9293000102043152,MabExp3Ix
22300,130,0.9301000237464905,MabExp3Ix
22400,130,0.9314000010490417,MabExp3Ix
22500,131,0.9315999746322632,MabExp3Ix
22600,132,0.9319000244140625,MabExp3Ix
22700,132,0.9333000183105469,MabExp3Ix
22800,133,0.9340999722480774,MabExp3Ix
22900,133,0.9340999722480774,MabExp3Ix
23000,134,0.9341999888420105,MabExp3Ix
23100,135,0.933899998664856,MabExp3Ix
23200,135,0.9334999918937683,MabExp3Ix
23300,136,0.9325000047683716,MabExp3Ix
23400,136,0.9318000078201294,MabExp3Ix
23500,137,0.9298999905586243,MabExp3Ix
23600,137,0.9296000003814697,MabExp3Ix
23700,138,0.9293000102043152,MabExp3Ix
23800,139,0.9291999936103821,MabExp3Ix
23900,139,0.9296000003814697,MabExp3Ix
24000,140,0.9301000237464905,MabExp3Ix
24100,140,0.9297999739646912,MabExp3Ix
24200,141,0.9294000267982483,MabExp3Ix
24300,142,0.9309999942779541,MabExp3Ix
24400,142,0.9296000003814697,MabExp3Ix
24500,143,0.9293000102043152,MabExp3Ix
24600,143,0.9272000193595886,MabExp3Ix
24700,144,0.9248999953269958,MabExp3Ix
24800,145,0.9243999719619751,MabExp3Ix
24900,145,0.9279999732971191,MabExp3Ix
25000,146,0.9290000200271606,MabExp3Ix
25100,146,0.9300000071525574,MabExp3Ix
25200,147,0.9301000237464905,MabExp3Ix
25300,147,0.9307000041007996,MabExp3Ix
